;Data Name;Comment;Lv;380nm;381nm;382nm;383nm;384nm;385nm;386nm;387nm;388nm;389nm;390nm;391nm;392nm;393nm;394nm;395nm;396nm;397nm;398nm;399nm;400nm;401nm;402nm;403nm;404nm;405nm;406nm;407nm;408nm;409nm;410nm;411nm;412nm;413nm;414nm;415nm;416nm;417nm;418nm;419nm;420nm;421nm;422nm;423nm;424nm;425nm;426nm;427nm;428nm;429nm;430nm;431nm;432nm;433nm;434nm;435nm;436nm;437nm;438nm;439nm;440nm;441nm;442nm;443nm;444nm;445nm;446nm;447nm;448nm;449nm;450nm;451nm;452nm;453nm;454nm;455nm;456nm;457nm;458nm;459nm;460nm;461nm;462nm;463nm;464nm;465nm;466nm;467nm;468nm;469nm;470nm;471nm;472nm;473nm;474nm;475nm;476nm;477nm;478nm;479nm;480nm;481nm;482nm;483nm;484nm;485nm;486nm;487nm;488nm;489nm;490nm;491nm;492nm;493nm;494nm;495nm;496nm;497nm;498nm;499nm;500nm;501nm;502nm;503nm;504nm;505nm;506nm;507nm;508nm;509nm;510nm;511nm;512nm;513nm;514nm;515nm;516nm;517nm;518nm;519nm;520nm;521nm;522nm;523nm;524nm;525nm;526nm;527nm;528nm;529nm;530nm;531nm;532nm;533nm;534nm;535nm;536nm;537nm;538nm;539nm;540nm;541nm;542nm;543nm;544nm;545nm;546nm;547nm;548nm;549nm;550nm;551nm;552nm;553nm;554nm;555nm;556nm;557nm;558nm;559nm;560nm;561nm;562nm;563nm;564nm;565nm;566nm;567nm;568nm;569nm;570nm;571nm;572nm;573nm;574nm;575nm;576nm;577nm;578nm;579nm;580nm;581nm;582nm;583nm;584nm;585nm;586nm;587nm;588nm;589nm;590nm;591nm;592nm;593nm;594nm;595nm;596nm;597nm;598nm;599nm;600nm;601nm;602nm;603nm;604nm;605nm;606nm;607nm;608nm;609nm;610nm;611nm;612nm;613nm;614nm;615nm;616nm;617nm;618nm;619nm;620nm;621nm;622nm;623nm;624nm;625nm;626nm;627nm;628nm;629nm;630nm;631nm;632nm;633nm;634nm;635nm;636nm;637nm;638nm;639nm;640nm;641nm;642nm;643nm;644nm;645nm;646nm;647nm;648nm;649nm;650nm;651nm;652nm;653nm;654nm;655nm;656nm;657nm;658nm;659nm;660nm;661nm;662nm;663nm;664nm;665nm;666nm;667nm;668nm;669nm;670nm;671nm;672nm;673nm;674nm;675nm;676nm;677nm;678nm;679nm;680nm;681nm;682nm;683nm;684nm;685nm;686nm;687nm;688nm;689nm;690nm;691nm;692nm;693nm;694nm;695nm;696nm;697nm;698nm;699nm;700nm;701nm;702nm;703nm;704nm;705nm;706nm;707nm;708nm;709nm;710nm;711nm;712nm;713nm;714nm;715nm;716nm;717nm;718nm;719nm;720nm;721nm;722nm;723nm;724nm;725nm;726nm;727nm;728nm;729nm;730nm;731nm;732nm;733nm;734nm;735nm;736nm;737nm;738nm;739nm;740nm;741nm;742nm;743nm;744nm;745nm;746nm;747nm;748nm;749nm;750nm;751nm;752nm;753nm;754nm;755nm;756nm;757nm;758nm;759nm;760nm;761nm;762nm;763nm;764nm;765nm;766nm;767nm;768nm;769nm;770nm;771nm;772nm;773nm;774nm;775nm;776nm;777nm;778nm;779nm;780nm
53;53 (2018.07.09. 15:34:30);0;0;1,65E-07;3,90E-07;0,00E+00;0,00E+00;7,19E-08;2,02E-07;3,18E-07;2,63E-07;1,18E-08;3,79E-08;5,36E-08;0,00E+00;0,00E+00;7,02E-11;1,27E-07;7,58E-08;1,23E-07;0,00E+00;1,03E-08;5,82E-08;0,00E+00;2,57E-08;3,02E-08;4,26E-08;5,00E-08;1,46E-07;3,46E-08;5,81E-09;5,99E-09;0,00E+00;8,44E-08;1,88E-08;9,93E-08;8,29E-08;1,47E-08;4,92E-09;1,37E-10;1,60E-08;6,60E-08;1,53E-07;0,00E+00;0,00E+00;1,01E-07;5,74E-10;8,77E-09;3,74E-08;2,34E-08;2,68E-09;1,63E-08;4,80E-08;9,00E-09;0,00E+00;2,76E-08;2,80E-09;5,67E-08;2,47E-08;1,19E-08;4,06E-10;1,63E-08;5,93E-08;1,26E-08;2,85E-08;1,30E-08;0,00E+00;0,00E+00;1,75E-08;0,00E+00;2,90E-08;7,88E-09;3,53E-08;3,10E-08;3,27E-08;0,00E+00;3,14E-08;3,00E-08;4,88E-08;5,23E-08;4,62E-08;1,75E-08;6,39E-08;3,72E-08;3,04E-08;5,78E-08;3,31E-08;4,36E-08;1,75E-08;2,44E-08;8,53E-08;5,64E-08;4,86E-08;3,35E-08;4,45E-08;7,64E-08;5,20E-08;3,30E-08;1,55E-08;5,69E-08;6,09E-08;5,82E-08;6,42E-09;2,90E-08;4,19E-08;3,95E-08;6,88E-09;3,73E-08;4,33E-08;4,54E-08;4,66E-08;2,77E-08;4,85E-08;2,52E-08;7,72E-09;2,35E-08;4,70E-08;3,54E-08;9,68E-08;7,78E-10;6,14E-08;3,49E-08;0,00E+00;8,08E-08;3,99E-08;2,02E-08;5,98E-08;6,41E-08;7,46E-08;0,00E+00;1,21E-08;3,63E-08;8,69E-09;0,00E+00;1,42E-08;4,86E-09;0,00E+00;4,16E-08;8,36E-08;9,99E-09;4,44E-08;6,67E-09;1,68E-08;7,83E-09;2,46E-08;0,00E+00;4,92E-08;3,72E-08;2,83E-08;1,35E-08;5,44E-08;3,03E-08;3,98E-08;1,78E-08;1,66E-08;2,90E-08;0,00E+00;0,00E+00;4,32E-08;3,07E-08;5,73E-08;1,48E-08;2,16E-08;2,25E-08;6,70E-08;4,94E-09;2,63E-08;3,34E-08;1,95E-08;1,88E-08;2,23E-08;1,39E-08;2,50E-08;2,36E-08;2,57E-08;7,24E-09;3,40E-08;6,96E-08;4,64E-08;2,91E-08;3,61E-08;3,01E-09;1,67E-08;2,08E-08;3,39E-08;1,96E-08;4,72E-08;2,58E-08;3,47E-08;2,36E-09;9,36E-09;3,02E-08;4,11E-08;4,51E-08;3,06E-09;1,79E-08;8,81E-09;5,68E-08;2,61E-08;2,01E-08;4,58E-09;2,79E-08;5,25E-08;2,85E-08;4,03E-08;5,34E-08;1,30E-08;3,86E-11;3,52E-08;2,48E-08;3,65E-08;2,10E-08;3,44E-08;4,21E-08;2,91E-08;2,89E-08;1,36E-08;2,56E-08;2,01E-08;3,56E-09;8,14E-09;8,86E-09;2,01E-08;6,48E-08;3,53E-09;6,46E-08;4,76E-08;0,00E+00;5,62E-09;1,48E-08;1,89E-09;2,48E-08;2,51E-08;3,80E-08;4,57E-08;9,37E-08;5,02E-08;6,64E-08;5,25E-08;4,87E-08;3,47E-08;2,44E-09;2,95E-08;1,77E-08;9,49E-09;1,54E-08;5,36E-09;0,00E+00;6,62E-08;3,65E-08;3,56E-08;0,00E+00;1,39E-08;5,51E-08;2,65E-08;3,73E-08;8,94E-09;0,00E+00;1,29E-07;0,00E+00;1,32E-08;6,76E-08;2,52E-08;7,11E-08;5,43E-08;2,03E-08;3,35E-08;1,39E-08;3,07E-08;1,09E-09;7,78E-09;0,00E+00;2,04E-08;1,60E-08;1,57E-08;3,97E-08;4,03E-08;0,00E+00;2,24E-08;5,41E-08;1,33E-08;2,15E-08;5,63E-08;4,28E-08;9,75E-09;0,00E+00;0,00E+00;4,31E-08;6,42E-08;3,48E-08;5,08E-08;7,47E-08;4,49E-08;4,43E-08;2,64E-08;4,50E-08;2,40E-08;3,84E-08;2,27E-08;0,00E+00;0,00E+00;1,55E-08;2,39E-08;0,00E+00;3,17E-08;3,56E-08;4,49E-08;6,30E-08;1,14E-07;7,67E-08;1,15E-08;3,81E-09;3,80E-08;2,24E-09;5,49E-08;7,50E-09;3,40E-08;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,10E-08;3,46E-08;1,51E-08;6,01E-08;2,05E-08;4,30E-08;5,39E-08;3,41E-08;5,95E-08;2,87E-10;4,26E-09;4,19E-08;7,02E-08;9,73E-08;3,43E-08;1,17E-07;1,09E-07;6,42E-08;6,61E-08;6,35E-08;1,56E-08;6,18E-08;6,61E-08;9,12E-08;3,47E-08;5,38E-08;4,74E-08;1,34E-08;5,56E-08;5,62E-08;2,31E-08;0,00E+00;9,63E-08;8,06E-09;1,05E-07;1,13E-07;1,13E-07;8,47E-08;7,50E-08;3,76E-08;1,24E-07;1,65E-07;4,90E-08;3,94E-08;9,57E-08;1,56E-08;8,62E-08;1,53E-07;3,64E-08;5,03E-08;9,58E-08;1,30E-07;2,48E-07;1,92E-07;9,59E-08;1,29E-07;1,73E-07;4,27E-08;2,42E-07;2,20E-07;7,80E-08;1,09E-07;6,98E-08;1,21E-07;4,16E-08;1,38E-07;1,38E-07;6,84E-09;9,60E-08;6,11E-08;1,40E-07;2,66E-07;1,17E-07;2,30E-07;5,31E-08;2,04E-07;2,17E-07;1,78E-07;1,01E-07;2,61E-07;1,33E-07;1,26E-07;3,28E-07
54;54 (2018.07.09. 15:35:52);5;0;0,00E+00;1,11E-07;7,07E-08;1,59E-07;6,66E-08;5,58E-09;2,22E-08;8,65E-08;4,48E-08;4,98E-08;0,00E+00;2,45E-07;1,41E-07;8,88E-08;2,25E-08;0,00E+00;4,08E-10;4,84E-08;3,59E-08;2,21E-08;4,57E-09;2,47E-08;4,47E-08;2,02E-09;3,12E-08;7,06E-08;9,15E-08;1,17E-08;2,32E-08;1,00E-07;2,18E-08;0,00E+00;0,00E+00;3,89E-08;1,38E-07;6,47E-08;5,03E-08;9,59E-08;3,50E-08;6,48E-10;3,71E-08;2,77E-08;1,79E-08;2,08E-08;0,00E+00;7,44E-09;2,09E-08;0,00E+00;2,34E-08;7,28E-09;1,09E-07;2,53E-08;0,00E+00;0,00E+00;2,76E-08;6,72E-08;9,57E-09;4,26E-08;7,80E-08;1,24E-08;0,00E+00;1,80E-08;1,30E-08;1,65E-08;4,88E-08;1,71E-09;2,26E-08;1,15E-08;7,96E-09;5,30E-08;4,84E-08;5,10E-08;1,70E-08;6,24E-09;4,10E-08;2,29E-08;2,39E-09;1,26E-09;2,93E-08;2,07E-08;3,48E-08;5,26E-08;7,20E-09;7,24E-09;0,00E+00;5,75E-08;2,74E-08;2,24E-08;3,98E-08;1,11E-07;2,96E-08;4,95E-08;4,22E-08;1,13E-08;9,65E-09;7,10E-08;5,96E-08;7,88E-09;8,74E-08;0,00E+00;0,00E+00;6,48E-08;8,80E-08;2,25E-09;1,22E-08;6,51E-08;6,84E-08;1,28E-09;1,17E-07;7,40E-08;6,14E-08;1,47E-08;2,83E-09;1,77E-08;1,00E-08;3,89E-09;0,00E+00;4,01E-08;2,58E-08;1,46E-08;5,98E-08;1,80E-08;3,14E-08;1,33E-08;3,36E-08;2,06E-08;3,95E-08;2,67E-08;1,58E-08;0,00E+00;9,09E-08;1,96E-08;2,62E-08;4,80E-08;1,91E-08;7,79E-09;6,29E-09;0,00E+00;0,00E+00;2,82E-08;1,57E-09;0,00E+00;1,87E-08;5,51E-08;6,34E-08;2,33E-08;2,95E-08;2,81E-08;1,03E-08;2,01E-09;3,78E-08;0,00E+00;2,05E-09;1,02E-08;4,13E-09;0,00E+00;6,11E-09;1,31E-08;2,61E-08;8,50E-09;1,88E-08;0,00E+00;2,45E-09;4,01E-08;5,59E-08;6,16E-08;1,02E-08;2,24E-08;4,06E-08;3,48E-08;3,33E-08;4,24E-08;3,86E-08;4,63E-08;2,10E-08;2,08E-08;2,30E-08;1,85E-08;1,29E-08;9,01E-08;5,75E-08;5,83E-08;5,50E-08;2,43E-08;3,34E-08;2,65E-08;3,40E-08;8,22E-09;0,00E+00;5,29E-09;6,16E-09;3,24E-08;1,42E-08;1,70E-08;6,39E-08;3,06E-08;9,39E-09;8,74E-09;2,33E-08;6,53E-08;3,85E-08;3,02E-08;1,26E-08;2,02E-08;2,03E-08;5,69E-08;3,38E-08;6,42E-08;1,60E-08;2,01E-08;2,54E-08;4,25E-09;7,00E-09;1,50E-08;4,79E-08;3,59E-08;2,93E-08;2,95E-08;0,00E+00;5,25E-08;4,70E-08;8,74E-10;1,52E-08;9,42E-09;1,30E-08;1,75E-08;1,55E-09;2,84E-09;3,73E-08;0,00E+00;1,81E-08;9,47E-09;7,09E-08;4,18E-08;6,53E-08;2,30E-09;4,75E-09;3,43E-08;4,88E-08;6,92E-09;2,60E-08;5,16E-09;3,36E-08;0,00E+00;4,62E-09;8,74E-09;8,86E-09;1,04E-07;2,77E-08;1,54E-08;2,72E-08;4,83E-08;1,08E-08;5,92E-09;5,57E-08;3,20E-08;7,83E-10;1,68E-08;2,39E-09;9,54E-09;9,71E-09;4,34E-09;0,00E+00;0,00E+00;0,00E+00;5,14E-08;2,25E-09;3,04E-08;4,45E-08;5,21E-09;0,00E+00;2,41E-08;7,93E-08;1,14E-09;3,86E-08;6,01E-08;2,64E-08;1,48E-08;3,16E-09;5,91E-08;6,29E-08;0,00E+00;1,01E-08;3,91E-08;2,97E-08;2,16E-08;0,00E+00;9,34E-09;1,13E-08;3,97E-08;1,51E-08;0,00E+00;2,47E-08;1,31E-08;9,13E-08;7,80E-08;0,00E+00;1,25E-08;4,39E-08;3,27E-08;1,87E-08;7,12E-08;2,61E-08;3,33E-08;6,05E-08;1,09E-08;2,90E-08;3,50E-08;3,83E-08;5,16E-08;2,80E-09;5,55E-08;1,92E-08;5,22E-08;5,42E-08;3,87E-08;7,89E-09;1,20E-08;1,00E-09;4,04E-09;7,01E-08;1,83E-08;3,59E-08;0,00E+00;4,09E-08;2,43E-08;3,54E-08;9,01E-08;3,47E-08;8,80E-09;2,53E-08;0,00E+00;4,80E-08;1,89E-08;5,69E-08;5,05E-08;1,84E-09;4,07E-08;7,04E-08;2,75E-08;1,79E-08;1,03E-08;6,12E-08;5,43E-08;8,29E-08;1,67E-08;8,94E-08;6,65E-08;3,38E-08;1,67E-08;3,61E-08;3,02E-09;2,70E-09;3,66E-08;3,17E-08;5,76E-08;8,89E-08;5,81E-08;1,64E-08;6,25E-08;6,86E-08;1,05E-07;1,70E-07;1,16E-07;1,08E-07;1,71E-07;1,17E-07;7,78E-08;7,52E-10;1,13E-07;2,25E-07;1,47E-07;8,23E-08;7,17E-08;1,96E-07;1,56E-07;1,32E-07;2,20E-07;6,22E-08;1,72E-08;1,38E-07;3,02E-07;1,04E-07;0,00E+00;1,78E-07;1,23E-07;6,18E-08;1,88E-07;1,29E-07;1,95E-07;9,33E-08;1,47E-07;3,09E-07;2,47E-07;1,22E-07;1,20E-07;2,57E-07;2,61E-07;7,92E-08;1,55E-07;3,01E-07
55;55 (2018.07.09. 15:36:46);10;0;7,62E-08;4,01E-08;7,43E-08;2,17E-07;0,00E+00;3,74E-08;1,03E-07;6,87E-08;0,00E+00;4,93E-08;4,52E-08;0,00E+00;1,32E-08;9,36E-08;0,00E+00;7,17E-08;7,25E-08;8,55E-08;0,00E+00;6,59E-10;3,35E-08;1,12E-07;2,17E-08;1,03E-09;1,23E-08;3,08E-11;1,43E-09;6,05E-08;2,26E-08;8,60E-10;5,89E-08;0,00E+00;0,00E+00;4,17E-11;1,51E-08;1,23E-07;2,59E-08;7,98E-09;8,56E-09;6,19E-10;1,25E-08;3,28E-08;4,73E-08;2,08E-08;0,00E+00;0,00E+00;1,08E-07;3,55E-08;1,96E-08;0,00E+00;4,74E-08;0,00E+00;6,68E-09;9,77E-09;0,00E+00;1,48E-08;6,17E-08;1,07E-07;6,62E-09;4,10E-08;2,78E-08;0,00E+00;3,19E-09;4,05E-09;0,00E+00;5,16E-09;5,14E-08;1,54E-08;0,00E+00;7,17E-08;1,98E-08;3,86E-08;4,46E-09;5,18E-08;1,33E-08;5,00E-08;8,51E-09;1,49E-08;2,94E-08;4,48E-08;7,91E-09;5,93E-08;5,57E-08;4,32E-08;4,83E-08;7,34E-08;1,37E-08;0,00E+00;0,00E+00;9,70E-09;6,72E-09;0,00E+00;5,46E-08;5,21E-08;8,03E-09;1,16E-08;6,45E-08;2,55E-08;1,93E-08;1,94E-08;7,06E-08;1,61E-08;0,00E+00;5,92E-08;1,98E-08;5,67E-08;6,40E-08;1,84E-08;2,20E-08;9,25E-08;3,16E-08;8,77E-08;4,23E-08;1,17E-08;0,00E+00;2,07E-08;4,40E-08;2,42E-08;2,46E-08;2,32E-08;2,44E-09;6,38E-08;8,95E-09;1,79E-08;0,00E+00;2,90E-08;2,69E-09;3,49E-08;1,97E-08;0,00E+00;0,00E+00;5,94E-08;5,09E-08;6,58E-08;4,41E-08;1,61E-08;4,21E-08;1,47E-08;4,10E-09;2,43E-08;1,25E-09;9,71E-09;2,46E-08;4,14E-08;3,40E-08;2,17E-08;8,66E-09;3,98E-08;2,16E-08;2,49E-08;3,33E-08;1,59E-08;2,82E-08;1,02E-08;6,71E-09;3,15E-08;2,85E-08;4,11E-08;2,23E-08;4,21E-09;1,76E-08;6,50E-09;1,39E-08;3,88E-08;5,54E-08;5,37E-08;5,72E-08;6,09E-08;4,61E-08;4,41E-08;4,26E-08;5,62E-09;5,80E-08;0,00E+00;1,32E-08;3,06E-08;6,76E-09;8,69E-08;1,48E-09;1,19E-08;1,49E-08;2,20E-08;3,93E-08;4,07E-08;1,82E-08;7,01E-08;3,05E-08;4,07E-09;5,71E-09;2,67E-08;4,23E-08;2,53E-08;2,24E-08;3,27E-08;1,49E-08;4,75E-08;4,35E-08;1,15E-08;3,92E-08;5,21E-08;2,66E-08;1,50E-08;1,68E-08;5,12E-09;2,71E-08;5,92E-08;3,20E-08;4,36E-08;1,21E-08;1,32E-08;7,24E-09;4,50E-08;3,63E-08;3,24E-08;2,09E-08;1,22E-08;8,00E-08;4,24E-08;2,05E-08;3,30E-09;6,40E-09;0,00E+00;9,85E-09;3,14E-08;2,06E-08;6,01E-08;7,05E-09;4,26E-09;6,67E-08;6,08E-08;5,42E-08;5,64E-08;3,07E-08;5,82E-08;5,99E-09;3,52E-08;1,32E-08;3,52E-09;5,75E-09;4,58E-08;2,71E-08;4,55E-08;4,93E-08;4,66E-08;3,09E-08;5,66E-09;8,22E-08;9,47E-08;4,47E-08;1,57E-08;7,70E-08;4,04E-08;2,45E-08;4,26E-08;3,28E-08;4,77E-08;9,66E-08;2,52E-08;1,78E-08;7,42E-08;4,83E-08;3,24E-08;5,81E-08;1,45E-08;1,09E-07;1,12E-08;1,11E-08;1,60E-08;7,24E-09;3,09E-08;1,59E-08;1,60E-08;3,02E-08;5,03E-08;1,82E-08;7,22E-08;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,93E-08;0,00E+00;2,02E-09;1,39E-08;1,16E-08;0,00E+00;5,47E-08;9,54E-09;3,21E-08;3,53E-08;7,56E-08;0,00E+00;3,70E-08;3,50E-08;3,67E-09;0,00E+00;1,29E-07;0,00E+00;1,94E-08;5,06E-08;1,87E-08;1,03E-07;3,35E-08;7,73E-08;5,54E-08;3,46E-08;0,00E+00;1,75E-08;3,45E-08;6,17E-09;2,21E-08;9,04E-08;5,43E-08;7,45E-08;2,83E-08;1,66E-08;2,37E-08;1,71E-08;8,92E-08;2,31E-09;4,01E-08;3,66E-09;4,31E-08;4,04E-08;4,91E-08;1,75E-08;5,65E-08;2,06E-07;0,00E+00;5,87E-09;3,51E-08;2,67E-08;0,00E+00;3,89E-08;7,41E-08;1,22E-09;6,61E-08;6,95E-09;3,10E-08;1,84E-08;4,31E-08;6,60E-08;6,72E-09;0,00E+00;0,00E+00;3,35E-09;8,93E-09;6,67E-09;5,78E-09;1,03E-08;2,58E-09;1,24E-07;1,86E-08;7,62E-08;9,32E-08;8,90E-08;3,87E-08;1,42E-07;1,06E-07;6,95E-09;4,28E-08;1,68E-07;1,65E-08;3,77E-08;2,80E-08;8,58E-08;1,70E-07;1,05E-07;1,15E-07;2,11E-08;1,76E-07;1,29E-07;1,00E-07;3,58E-08;2,00E-08;8,69E-08;2,11E-07;2,03E-09;1,17E-07;2,61E-07;1,30E-07;7,23E-08;2,04E-07;1,47E-07;1,02E-07;1,20E-08;1,55E-07;6,22E-08;1,37E-07;1,10E-07;1,43E-07;1,46E-07;2,42E-08;2,63E-07;2,08E-07;1,39E-07;2,84E-07;2,41E-07;1,42E-07;2,00E-07;1,85E-07
